gene_symbol,mean_DMD,mean_control,log2FC,p_value,padj,neg_log10_padj,regulation
APOC4-APOC2,2.4188398569687504,2.6025461857500005,-0.18370632878125015,0.05375597791096044,0.12477544077960143,0.9038708872778246,not_significant
HAAO,2.56879231025,2.7823832538333337,-0.21359094358333364,0.05375868565512315,0.12477544077960143,0.9038708872778246,not_significant
KRI1,5.755053477375,6.13219567275,-0.3771421953749998,0.05375085665262055,0.12477544077960143,0.9038708872778246,not_significant
TAF13,7.086148168375,7.71929048125,-0.633142312875,0.05374950764032984,0.12477544077960143,0.9038708872778246,not_significant
ALKBH2,6.1956011350625,5.594175621833333,0.6014255132291666,0.0537738929461359,0.12478528802065038,0.9038366142375726,not_significant
SNORA71B,2.2661484370625002,2.3789540625000005,-0.11280562543750028,0.05377440014679832,0.12478528802065038,0.9038366142375726,not_significant
CIDEC,6.674922933375,5.811848193333334,0.8630747400416663,0.05381119757307693,0.12485735955655809,0.9035858536281945,not_significant
C17orf75,5.7186059825,6.088623821833334,-0.3700178393333342,0.05383753043560129,0.12490513753082075,0.9034196980918441,not_significant
PIK3CB,5.99690108090625,6.245130216916667,-0.2482291360104174,0.053895304034975375,0.12501251085199802,0.9030465220151497,not_significant
POLM,3.91789843925,4.348983405000001,-0.4310849657500011,0.0538918033480712,0.12501251085199802,0.9030465220151497,not_significant
LCN10,2.3506746308124997,2.928791782,-0.5781171511875001,0.053921066643388985,0.12505893441651678,0.9028852761111182,not_significant
GRHL1,2.5705477134687498,2.3922574274166664,0.1782902860520834,0.05393255877950655,0.12507225415714368,0.9028390228638276,not_significant
CTNNAL1,9.1938759749375,8.840337907833332,0.3535380671041679,0.05394001055228478,0.12507620225591082,0.9028253139044895,not_significant
MYO3B,2.269729385833333,2.336033401888889,-0.06630401605555569,0.0539734054504893,0.12514030007198068,0.9026028079692604,not_significant
UNC50,8.178290276625,7.998909761666667,0.17938051495833385,0.05403419412034668,0.12526789142030498,0.9021602328044379,not_significant
DCTN2,4.879447807520833,4.989056012555555,-0.10960820503472224,0.05404850755952649,0.12528772317075107,0.9020914830395024,not_significant
ARL16,7.58505950875,7.818855213333332,-0.23379570458333276,0.05409078711070296,0.1253723709347265,0.9017981610543765,not_significant
RBSN,5.372270715270834,5.466598375944444,-0.09432766067360987,0.05413780547482369,0.1254679831793746,0.9014670829675934,not_significant
SURF4,8.123224675958333,7.94157617788889,0.1816484980694435,0.05415782643229762,0.12550101342507827,0.9013527672256338,not_significant
DPY30,9.302244166541666,9.5644241435,-0.2621799769583344,0.05421248292182849,0.12561428969691965,0.9009609530867384,not_significant
ZNF780B,2.86025002959375,3.2032364769166666,-0.3429864473229167,0.054232125191450486,0.12564641997231155,0.9008498811933321,not_significant
NSMF,3.1537904296875,3.5565552174999997,-0.4027647878124996,0.05425310123455535,0.1256816331975031,0.900728184396672,not_significant
RPP38,7.161574355,7.384766433999999,-0.2231920789999995,0.054338322093456,0.12586565131421798,0.9000927725132094,not_significant
C15orf59,2.52880467790625,2.7626125396666663,-0.23380786176041646,0.054349481303503505,0.12587809706778652,0.900049831052799,not_significant
SRR,6.178266479203125,5.794922225833333,0.38334425336979194,0.05436334701907802,0.12589680800511416,0.8999852808797368,not_significant
DHX38,6.2578693408124995,6.484791211166666,-0.22692187035416644,0.054424625272650545,0.1260118904647204,0.8995884729810701,not_significant
SCGB3A1,2.3214393364375,2.5705562581666666,-0.24911692172916666,0.05442239236156819,0.1260118904647204,0.8995884729810701,not_significant
PACSIN1,2.2837359423125,2.54528424575,-0.2615483034374999,0.05443239170736734,0.12601646074212797,0.8995727220050423,not_significant
CAPN11,2.2774659646875,2.6932224248333334,-0.41575646014583345,0.054447030215570145,0.126036937895268,0.8995021566829206,not_significant
LOC101929177,5.7491162276875,5.003884966999999,0.7452312606875005,0.0544969418614311,0.12613905417549032,0.8991504297871687,not_significant
KCTD15,3.410903388325,3.6529007308000003,-0.24199734247500038,0.054553038487853055,0.1262554630109833,0.8987498210968714,not_significant
DBI,11.665062569166668,11.358585283333333,0.3064772858333349,0.05456381780671625,0.1262669775965442,0.8987102149457354,not_significant
PPP2R5C,6.78297768690625,6.652671174333334,0.1303065125729157,0.054590742582730285,0.12630241464291156,0.8985883465462684,not_significant
OTOR,2.340428453875,2.7811113613333336,-0.4406829074583336,0.05458528027664717,0.12630241464291156,0.8985883465462684,not_significant
TSC22D1-AS1,2.8248485856874996,3.134247010333333,-0.30939842464583345,0.054607077069513205,0.12632677176172477,0.898504601968067,not_significant
LOC102724788,4.9444193128750005,6.267672881166667,-1.3232535682916664,0.05463835221750924,0.12638568341221834,0.8983021188322435,not_significant
CCDC136,2.82458770575,3.5291801265555556,-0.7045924208055556,0.05466762685113644,0.12643995557585302,0.898115665419972,not_significant
LOC148696,2.2712696835,2.3918716618333336,-0.12060197833333364,0.0546985007989768,0.12649791483807168,0.8979166332374355,not_significant
AASDHPPT,6.948373525666666,6.802165891944444,0.14620763372222179,0.05477465029691715,0.12666055667617268,0.8973586075698816,not_significant
CCDC89,2.3213575815625,2.2645931835,0.056764398062499666,0.05479593612347178,0.12669631101776263,0.8972360301674925,not_significant
ITGB4,3.0066013992375,3.2621482501999997,-0.25554685096249985,0.05481406964992002,0.12672476995047927,0.8971384884993375,not_significant
NAGPA-AS1,2.566789478,2.3598584585,0.2069310194999998,0.054880636697374016,0.12686518450232406,0.8966575445959498,not_significant
ZNF814,3.5474693893750002,3.349688009466666,0.1977813799083341,0.05491590442729418,0.12693322363108636,0.8964246903467827,not_significant
ASPHD2,2.40946280190625,2.3284240054999996,0.08103879640625022,0.054947566511489715,0.1269929150597534,0.8962205076761983,not_significant
LINC00470,2.2654920496249997,2.3706842466249998,-0.10519219700000004,0.05497720407984852,0.1270479153130555,0.8960324567487113,not_significant
GJB1,2.3719125401874996,2.870444728666666,-0.49853218847916647,0.055012471726211334,0.12711591316024723,0.8958000783595549,not_significant
HEYL,4.38926112209375,3.978228759666667,0.41103236242708263,0.05503618621541568,0.12714625493927767,0.8956964273338038,not_significant
PEX11G,3.2660472765625,2.931672357666667,0.33437491889583315,0.05503729178410379,0.12714625493927767,0.8956964273338038,not_significant
CFAP65,2.2675238946249996,2.3652591877777778,-0.09773529315277818,0.055067445001910395,0.1272024066698408,0.895504671757228,not_significant
SNX29P2,2.726854226125,2.5668329829166665,0.16002124320833344,0.05508294908680146,0.12721178235227829,0.8954726624800398,not_significant
KIAA1024,2.308498519875,2.262469183,0.046029336875000215,0.05508319879376978,0.12721178235227829,0.8954726624800398,not_significant
LCAT,3.7380783369375,3.884670243833334,-0.1465919068958339,0.05517440452460924,0.12740889188333235,0.8948002614739203,not_significant
LOC101930235,2.2887887398125,2.5055923346666664,-0.21680359485416645,0.05519451174574326,0.1274417961185146,0.8946881163746675,not_significant
TRADD,4.786212587791667,4.618688450166667,0.16752413762499963,0.05520136234040106,0.12744408762765838,0.8946803074700568,not_significant
TARBP1,8.1697530235625,7.851600088833333,0.3181529347291665,0.05525704812258673,0.12755911310556817,0.8942885089861244,not_significant
BRS3,2.2620421652499996,2.4165339985833327,-0.15449183333333316,0.055310704613265184,0.12766943011793996,0.8939130801872012,not_significant
CC2D2B,2.344042742125,2.271945173,0.07209756912499987,0.05531982443151988,0.12767693406616965,0.8938875546754518,not_significant
UNC13D,2.7695830544166666,2.9986106398333328,-0.22902758541666612,0.05533871726235349,0.1277069899270712,0.8937853313687177,not_significant
MARK1,3.1787409816250003,3.3315272364166666,-0.1527862547916663,0.055349638436575976,0.12771864490747883,0.8937456979647759,not_significant
ECD,7.3009738466875,7.489347750333334,-0.18837390364583406,0.05538674108337536,0.12779070445103732,0.8935007357898559,not_significant
BRD9,7.0223130288124995,7.263594023333333,-0.2412809945208334,0.05540199140905388,0.12781233542990106,0.8934272295061632,not_significant
REG3A,2.48295511046875,2.775038613833333,-0.2920835033645828,0.05543644475034393,0.1278782584607923,0.8932032868984581,not_significant
POU3F2,2.269999957125,2.3207680895833334,-0.05076813245833334,0.05546043262885769,0.1279200288211195,0.8930614514127617,not_significant
LOC101928403,2.883781070625,2.8235404075,0.06024066312500009,0.05549173118730335,0.12797865069222775,0.8928624730074419,not_significant
LOC101927901,2.2629694049374995,2.604318665,-0.34134926006250055,0.05550273258833139,0.12799045446885196,0.8928224188372019,not_significant
OSBP,6.8178231398125,7.064448533944443,-0.24662539413194295,0.05555305467330878,0.12807934552965586,0.8925209002766489,not_significant
MIOS,6.913211919354167,7.267550873555557,-0.35433895420139017,0.055552383877578264,0.12807934552965586,0.8925209002766489,not_significant
SGCG,11.441412454375001,11.746709218333335,-0.3052967639583333,0.05560382397064179,0.1281828113257722,0.8921702076319595,not_significant
NOL4L,2.82079581840625,2.723413660861111,0.09738215754513879,0.055658594766090426,0.12829547882351106,0.8917886480412682,not_significant
HECW1,2.2646002893125,2.338493793611111,-0.0738935042986113,0.05572381039364065,0.12843219568954894,0.8913260926410463,not_significant
EPG5,3.9566422741517857,3.8394364761666666,0.1172057979851191,0.05574391140477562,0.12846491447149297,0.8912154679125641,not_significant
LENG1,4.905127143875,5.410888131499999,-0.5057609876249991,0.05575406867174033,0.12846861988095726,0.8912029414131509,not_significant
SSBP3,5.3284366331875,5.929425074388889,-0.6009884412013893,0.05575732975941156,0.12846861988095726,0.8912029414131509,not_significant
LOC440982,2.7978097603125,4.261955650166667,-1.4641458898541666,0.05577540893193905,0.1284966664528576,0.8911081389467573,not_significant
LOC101927257,2.2627744296875,2.568521366666667,-0.3057469369791668,0.05578287798306124,0.128500265832433,0.89109597389347,not_significant
USP8,7.68419942728125,7.382334425,0.3018650022812501,0.05587327505514422,0.1286677450039232,0.8905303103021222,not_significant
ZNF800,2.80106325584375,2.9522327240416666,-0.15116946819791677,0.05587409302045355,0.1286677450039232,0.8905303103021222,not_significant
BMP7,2.8641152881718748,3.043191167291667,-0.17907587911979217,0.055863145702443585,0.1286677450039232,0.8905303103021222,not_significant
PPP2CA,8.258486985583334,8.61729230188889,-0.35880531630555623,0.05587923947584768,0.1286677450039232,0.8905303103021222,not_significant
LILRA6,2.4801448044375,2.4457363721666665,0.034408432270833345,0.05588669150366812,0.12867128517962748,0.8905183612497586,not_significant
LOC100653061,4.704134793062501,4.4790420939999995,0.2250926990625013,0.05589555609398024,0.12867807648936933,0.8904954396592224,not_significant
TOR1AIP2,3.8174566999062503,3.8826045452083338,-0.0651478453020835,0.0559442903904704,0.1287766413548496,0.8901629060033048,not_significant
SRP9,12.921054851874999,12.784995234999998,0.13605961687500034,0.055952752526984686,0.1287824937816919,0.890143169357719,not_significant
DNAAF1,2.328243577875,2.4587648886666664,-0.1305213107916665,0.05596947212676251,0.12880734857904563,0.8900593593652587,not_significant
EML2-AS1,2.2716769642812498,2.423421801833333,-0.15174483755208312,0.056021180139815656,0.12891271143872327,0.8897042569250239,not_significant
RPS4Y1,12.4062583975,7.517827418166667,4.888430979333333,0.05603909961181711,0.12894030799101863,0.8896112967537317,not_significant
NSUN2,7.965322778499999,8.143132468000001,-0.17780968950000187,0.05610960597065765,0.1290888830257675,0.889111157024448,not_significant
CHKA,4.731601746468749,4.911171593083333,-0.17956984661458364,0.05613299683905235,0.12912904158121857,0.8889760723729795,not_significant
ST6GALNAC1,4.3348460895,4.024785742833333,0.31006034666666693,0.056237433486972424,0.12934406763290404,0.8882534854118883,not_significant
PDCD6,6.390591384270833,6.190398765388888,0.20019261888194428,0.05624430612766133,0.12934406763290404,0.8882534854118883,not_significant
AIMP1,8.608188469145833,8.790296270277778,-0.18210780113194502,0.05624276898920394,0.12934406763290404,0.8882534854118883,not_significant
LINC01558,2.3878238167187495,2.346227979833333,0.04159583688541657,0.0562725332911421,0.12939530300695448,0.8880814880814151,not_significant
ATP5J,13.638726336875001,13.831300316666665,-0.19257397979166413,0.056290570371340075,0.12942309854454695,0.8879882068574217,not_significant
ZNF655,6.7078699535208335,6.412180596611111,0.29568935690972253,0.05631136559745312,0.12945722905765536,0.8878736929912607,not_significant
PIAS1,7.944505915375,7.588611689444444,0.3558942259305562,0.05634934557863453,0.12951716989574158,0.8876726540021439,not_significant
DOK7,7.14245056575,7.555298675166667,-0.41284810941666716,0.05634770823925548,0.12951716989574158,0.8876726540021439,not_significant
DTNB,2.8596516712187503,2.946845440083333,-0.08719376886458274,0.05637628070100026,0.12956539051872604,0.887510991629467,not_significant
LCN12,2.38502298875,2.7559833393333335,-0.37096035058333365,0.0563964909229208,0.129598147251309,0.8874012071404597,not_significant
MOBP,2.2668681655875,2.3046708994666667,-0.03780273387916688,0.05640273573275602,0.1295988081818871,0.8873989923111804,not_significant
SDSL,2.390782982875,2.261654813,0.12912816987499998,0.056410328502688824,0.1296025659072759,0.8873864000986066,not_significant
LIN7B,7.137486944187501,7.364264223166667,-0.22677727897916622,0.056442611929069846,0.12966304356039224,0.8871837884868529,not_significant
AMIGO3,4.195056270854167,4.1255175974444445,0.0695386734097223,0.05646931879809606,0.12971069902360677,0.8870242002052225,not_significant
NFKBIA,6.27230876971875,6.571486206666667,-0.2991774369479172,0.05650898508468364,0.12978810921846415,0.8867650944182283,not_significant
RNF182,2.6584605538124997,2.2972716505000004,0.3611889033124993,0.05654020829170794,0.12983240778827382,0.8866168886844669,not_significant
SF3A2,4.069484905874999,4.752763327,-0.6832784211250011,0.05653815411341789,0.12983240778827382,0.8866168886844669,not_significant
ARTN,2.654277653416666,2.810206018,-0.15592836458333403,0.05656764971899168,0.12988171183500413,0.8864519960269651,not_significant
ZNF830,7.17996892746875,7.366147449666666,-0.18617852219791597,0.05662612409052011,0.1299885332477857,0.8860949566689711,not_significant
LOC101060400,2.4661352341875,2.7837009504166663,-0.3175657162291663,0.056621916166788425,0.1299885332477857,0.8860949566689711,not_significant
LDLRAD4,4.4293682596562505,4.6346862743749995,-0.205318014718749,0.056696200760377576,0.1301356665480074,0.8856036591483623,not_significant
CP,3.0233527141875,2.854669937041667,0.16868277714583302,0.05683879279837045,0.1304491968908692,0.8845585902850139,not_significant
SH2D1B,2.2694306986562496,3.0962177311666674,-0.8267870325104179,0.056858518600110514,0.13048070381280635,0.8844537093773934,not_significant
PCK2,4.00691296675,3.476247530833333,0.5306654359166667,0.056887543670852435,0.13053354209043294,0.8842778770381235,not_significant
LOC101928042,3.7609252026249997,3.510516443333333,0.2504087592916666,0.05690568988627765,0.13056140935203228,0.8841851705501778,not_significant
DYRK1A,4.4226922643375,4.5627211066,-0.1400288422624998,0.056935716029757895,0.1306165245415357,0.8840018761755815,not_significant
STGC3,3.7767797621875,3.5034219400000004,0.2733578221874997,0.05696331986224006,0.13065403584531401,0.8838771705652154,not_significant
BTBD17,2.261654813,2.5466715656666667,-0.28501675266666693,0.05696407860228928,0.13065403584531401,0.8838771705652154,not_significant
PMM1,5.3718144326875,5.036966328999999,0.3348481036875004,0.056994156302525086,0.13070924207900414,0.8836937036053176,not_significant
LOC101927382,2.9825625504374997,2.5779701728333335,0.4045923776041662,0.05701183742201584,0.13073600960429585,0.8836047749405653,not_significant
CYP39A1,2.5738195812291664,3.0428100459444445,-0.46899046471527805,0.05704673658709556,0.13080225068004467,0.8833847831561364,not_significant
RB1CC1,10.4207586755625,10.701060083583334,-0.2803014080208346,0.057096152811489755,0.13090176039771942,0.8830545129154422,not_significant
DNAH9,2.264182127770833,2.3963432691666666,-0.13216114139583368,0.057133925294585365,0.13097455687921017,0.8828130622080512,not_significant
LOC100287015,2.4789354096875,2.437504378166667,0.04143103152083283,0.05719014118711504,0.1310896134786311,0.8824317170636355,not_significant
BBS5,3.1949552933125003,3.9210015321666667,-0.7260462388541664,0.05720584255264165,0.1311117893734428,0.882358255452323,not_significant
WBP2,7.1953535360625,8.240589981333335,-1.0452364452708345,0.057238964698240975,0.13117388359951884,0.8821526233265495,not_significant
WRNIP1,3.94890264778125,4.029868649,-0.08096600121875008,0.05724738662625367,0.13117936549969966,0.8821344740640007,not_significant
SCP2,10.665073239687501,10.733547572500001,-0.06847433281249948,0.057275795429013544,0.13123064029048864,0.8819647521898919,not_significant
GSN,5.352419303053571,5.161278729904762,0.19114057314880917,0.05731324651630521,0.13130261983595407,0.8817266084958413,not_significant
MICAL3,3.72799731415625,3.9472288640833333,-0.21923154992708316,0.05732162449280895,0.13130798576824879,0.8817088605851594,not_significant
ARHGAP17,8.2018317434375,7.963979867666667,0.23785187577083367,0.057362713079592995,0.13138827364145564,0.8814433936808227,not_significant
FBXO24,2.29379248715625,2.4534377050000002,-0.1596452178437504,0.05743865777319706,0.13154837349783155,0.8809145172877688,not_significant
FOXD4L1,2.3365523556875,2.9310613503333336,-0.5945089946458335,0.057505516568628574,0.13168763294215943,0.880455008615801,not_significant
AGTR2,2.562298271833333,2.3714301695555555,0.1908681022777774,0.05758014248275198,0.13183077243867283,0.8799832032441628,not_significant
DUSP1,6.5105324331666665,6.915503265944444,-0.4049708327777779,0.05757465317717519,0.13183077243867283,0.8799832032441628,not_significant
HIRA,4.904494399,5.078604312666666,-0.1741099136666664,0.057590645869357124,0.13184094505817787,0.8799496925395512,not_significant
GOLGA8DP,4.8410423978125,4.781351038,0.059691359812499734,0.057675067569913835,0.1320203172331098,0.8793592280120692,not_significant
APPBP2,6.480921847484375,6.309221170791666,0.1717006766927085,0.05769321603949006,0.1320359734685126,0.8793077282607646,not_significant
LINC01312,2.38761100928125,2.2877874895833332,0.09982351969791692,0.05769404568107012,0.1320359734685126,0.8793077282607646,not_significant
SZT2,3.305209646046875,3.4988453172916665,-0.1936356712447913,0.05770701081669268,0.13205175347818968,0.8792558275441769,not_significant
SLC10A3,5.732638518,6.005680011166667,-0.2730414931666667,0.05771329760647648,0.13205224962441056,0.8792541958115002,not_significant
MAPK8IP3,3.4429043908124997,3.6010355349666665,-0.15813114415416685,0.05775051324856274,0.1321235057022276,0.8790199114646249,not_significant
LOC101929341,2.3134191074375003,2.286881576666666,0.026537530770834206,0.057775827074305244,0.13216752029458576,0.878875258087243,not_significant
LINC00280,2.3293691745,2.261654813,0.06771436150000021,0.05778527628578607,0.1321752376823968,0.8788498999577625,not_significant
RNF5P1,9.290513319312499,9.518667236833334,-0.22815391752083514,0.057817056050543436,0.13222012555235704,0.8787024347815436,not_significant
IRS1,6.900438319875001,7.2233224737777775,-0.3228841539027769,0.057814057060550414,0.13222012555235704,0.8787024347815436,not_significant
PNLIPRP1,2.261654813,2.2951992475,-0.0335444345,0.057842987798959626,0.13225162370639693,0.878598987251948,not_significant
ODF3L2,2.5176346135000003,2.9422257716666667,-0.42459115816666637,0.05784202002921234,0.13225162370639693,0.878598987251948,not_significant
ARL5B,4.87626078478125,4.571968399666667,0.3042923851145831,0.05787497371569421,0.13229694790216742,0.8784501748944082,not_significant
TTC27,5.967937904343749,5.754878526333333,0.2130593780104162,0.057873668710675646,0.13229694790216742,0.8784501748944082,not_significant
SGSM2,5.845364331499999,5.372828742444445,0.47253558905555426,0.057898359568217934,0.13233650056803753,0.8783203537795101,not_significant
STYK1,2.26771154525,2.3149032780833334,-0.04719173283333333,0.05797360276308397,0.1324945612050522,0.8778019487997262,not_significant
SEPHS1,7.285532435708333,7.151511487,0.1340209487083337,0.058012967865361025,0.1325706004108119,0.8775527767985903,not_significant
NDFIP1,9.3291141593125,9.057952076277777,0.27116208303472256,0.05803767463407219,0.13260441686551047,0.877442009955593,not_significant
ZNF204P,3.8493931276874997,4.723808589666667,-0.8744154619791669,0.058039956671725616,0.13260441686551047,0.877442009955593,not_significant
TRIM23,5.900436457041666,6.360923392444444,-0.46048693540277785,0.05809147385990453,0.1327081816467734,0.8771023014421729,not_significant
NCR2,3.30015401771875,3.5363058306666666,-0.23615181294791654,0.05811835093704578,0.13275564097390077,0.8769470160710637,not_significant
FCN2,3.0686641040625,3.1514246884444446,-0.08276058438194456,0.058201247202836676,0.13293103757456293,0.8763736054108513,not_significant
CYP19A1,2.311883178205357,2.3640523184047617,-0.05216914019940466,0.05822545608464698,0.13295841262952607,0.8762841785054575,not_significant
CEBPE,3.8572553271875,4.443606397333334,-0.5863510701458341,0.05822467668319711,0.13295841262952607,0.8762841785054575,not_significant
SLC39A4,4.3182538724375,4.530266864666667,-0.21201299222916692,0.0582508175248302,0.1330023651608607,0.8761406359714292,not_significant
CD2BP2,6.58673027240625,6.8437297055,-0.2569994330937506,0.05826648321588019,0.133024172773793,0.8760694331053188,not_significant
C8orf22,11.0234858196875,12.545784736499998,-1.522298916812499,0.05828219026855229,0.13304607023004775,0.8759979486406657,not_significant
VMA21,4.356303305229167,4.201271677833334,0.1550316273958332,0.05830934881569535,0.13309410171917452,0.8758411905627022,not_significant
GPR75,2.3123272075625,2.7709875473333336,-0.45866033977083376,0.058427869861676175,0.133350640877126,0.8750048927695263,not_significant
DLGAP5,2.6434333569375,2.261654813,0.3817785439375001,0.05844534311449097,0.1333765277935331,0.8749205928083306,not_significant
LOC101928101,2.2870390955625,2.7557983490000004,-0.46875925343750025,0.05850954968562668,0.133509046927922,0.8744893043537063,not_significant
LOC101927526,2.284306744125,2.327478263,-0.04317151887500037,0.058537941209413566,0.13355982286426765,0.8743241656069011,not_significant
CHAD,4.5598809715,3.9793854015,0.5804955700000001,0.0585746231020708,0.1336295014246592,0.8740976519536962,not_significant
ZBTB22,3.32717174725,3.6976490278333327,-0.37047728058333274,0.05860435064122071,0.13368330168813636,0.8739228368487221,not_significant
PIAS2,4.756279528847222,4.847696377759259,-0.09141684891203727,0.05863886283980276,0.13374800388759794,0.8737126908549241,not_significant
CSTF2,4.157513268625,3.9981761974166665,0.15933707120833374,0.05865633855210399,0.13377383847374172,0.8736288112124969,not_significant
GAN,3.97667381209375,3.6796891835000003,0.29698462859374963,0.05867466105019957,0.13380159865273497,0.8735386976151791,not_significant
TCF3,4.607594420834821,4.673803314380952,-0.06620889354613091,0.058733677960849225,0.13390810773823883,0.8731931269508124,not_significant
THAP12,9.61484184275,9.8291348925,-0.21429304975000107,0.05873337227676075,0.13390810773823883,0.8731931269508124,not_significant
C1orf52,6.6550527231875,6.862652719583334,-0.20759999639583437,0.05875812453179288,0.13394980605565904,0.8730579108651643,not_significant
TCEA2,5.367862070645833,5.607499797888889,-0.2396377272430561,0.05877323444698487,0.1339702132642661,0.8729917512841913,not_significant
SEC22A,5.7064753435625,5.501482338166666,0.20499300539583398,0.0587856535389945,0.13398448326252754,0.8729454943490609,not_significant
MRGPRF,5.955992847375001,4.825090426166667,1.1309024212083338,0.058852444656062805,0.13405036057837819,0.8727320134827479,not_significant
PLA1A,4.974693777,4.281778756333334,0.6929150206666659,0.058849262423980316,0.13405036057837819,0.8727320134827479,not_significant
MTM1,4.37080373190625,4.0284058392499995,0.3423978926562503,0.05882928581506582,0.13405036057837819,0.8727320134827479,not_significant
BNIP3,10.56104249615625,10.850171294166666,-0.2891287980104149,0.05884461383187601,0.13405036057837819,0.8727320134827479,not_significant
ESRRB,2.6524759771874997,2.9766213943333333,-0.32414541714583356,0.05885768992161197,0.13405036057837819,0.8727320134827479,not_significant
TMEM132E,2.31446686975,2.6835713979999998,-0.36910452824999984,0.05885104681967989,0.13405036057837819,0.8727320134827479,not_significant
TANGO6,4.27136209875,4.6775894565,-0.40622735774999974,0.058825930601030536,0.13405036057837819,0.8727320134827479,not_significant
ITGAE,10.3475898011875,10.839166916666665,-0.49157711547916527,0.05888990416106629,0.13409565260874995,0.8725853017802846,not_significant
FBXO3,4.500813150979166,5.046001752055555,-0.5451886010763891,0.058888427990080545,0.13409565260874995,0.8725853017802846,not_significant
ZCCHC24,9.99955323228125,9.555786012916666,0.4437672193645845,0.05891838076440125,0.13414645458184712,0.8724208010083456,not_significant
MYOCD,2.56101991575,3.1617917345833333,-0.6007718188333331,0.05897296415520508,0.13425668011683617,0.872064096200442,not_significant
ACBD4,2.6961024641874998,2.8701433393333335,-0.17404087514583377,0.05899143815574619,0.13428468526506837,0.8719735143910518,not_significant
GNRH1,2.8646913135625,2.6238347985833332,0.24085651497916682,0.059001287521944765,0.13429305399036498,0.8719464496668633,not_significant
LOC102724880,5.736831339875,6.2765083813333336,-0.5396770414583338,0.0590551722961369,0.13440163963829463,0.8715954330565976,not_significant
LAMC2,2.52743287784375,2.7149135259166663,-0.18748064807291653,0.05906362316728532,0.13440681192513515,0.8715787200729033,not_significant
RNF4,8.2636059560625,8.116098378,0.14750757806250014,0.059105552036581216,0.13448815861895455,0.871315952634352,not_significant
POLR3B,3.7679630588333333,3.6029088583888886,0.16505420044444463,0.05912513645461528,0.1345186512832206,0.8712174956778846,not_significant
C7orf73,5.495353070875,5.268993429166667,0.22635964170833311,0.05915972849323801,0.1345832786124012,0.8710088959625739,not_significant
CDKN1C,6.872249974700001,6.5647075267,0.3075424480000004,0.05917021759233611,0.13459306605199414,0.8709773134621551,not_significant
ALLC,2.2903051761874997,2.261654813,0.028650363187499917,0.05920363739138942,0.13465500590169124,0.8707774967265127,not_significant
SSX1,2.26993583115625,2.437389098166667,-0.16745326701041696,0.05922524915369517,0.13469007896076085,0.8706643924824812,not_significant
FAM135A,4.1922559027499995,4.079490711277778,0.11276519147222164,0.05923611822348632,0.13470071620695565,0.8706300951166446,not_significant
ELAVL4,2.290926192171875,2.4964248204166664,-0.20549862824479126,0.05928386284052372,0.13479519608022505,0.8703255851970348,not_significant
LOC102724689,2.3740073355,2.268971164333333,0.10503617116666719,0.05933020115771021,0.13488645900156607,0.8700316461477379,not_significant
SNRNP27,9.6710717866875,9.897634770583332,-0.22656298389583185,0.059385937030864866,0.13499906584184587,0.8696692366985882,not_significant
KCNMB2,2.289164570125,2.2656752854166666,0.023489284708333447,0.05943027964002318,0.13508575212294477,0.8693904548321034,not_significant
SOD3,6.046439106499999,5.2083243213333335,0.8381147851666659,0.0594979436977524,0.13522542469124565,0.8689416459311938,not_significant
SLC52A2,4.515806820250001,4.780769947083333,-0.2649631268333321,0.05952511330071557,0.13527304291831893,0.8687887405661296,not_significant
SLF1,4.24909193240625,4.000202392249999,0.24888954015625053,0.05953474219166651,0.1352807934384484,0.8687638582124336,not_significant
GLRB,4.078126370854166,3.960729687166667,0.11739668368749934,0.059559396148403485,0.1353226802306546,0.8686294090672071,not_significant
GS1-259H13.2,2.3393968304999997,2.261654813,0.07774201749999987,0.05961065687959979,0.13542500422051934,0.8683011422059749,not_significant
TMEM230,10.867110243468751,10.694476031416665,0.1726342120520865,0.05967303677180901,0.13555256499641902,0.8678922600587718,not_significant
GART,5.005480836423612,4.792873463296297,0.21260737312731504,0.059680694802725906,0.13555580658105054,0.8678818745268905,not_significant
ZADH2,6.512653719267857,6.647120106333333,-0.1344663870654763,0.05970940151013789,0.1356068514305303,0.8677183675242445,not_significant
FGB,2.261654813,2.306023954083333,-0.04436914108333312,0.05971604139917624,0.1356077745969811,0.8677154110015721,not_significant
C4orf33,2.816287834125,2.651785144388889,0.16450268973611104,0.059748996085634075,0.1356684489972831,0.8675211399568473,not_significant
ZNF486,4.029195028125,3.592515979,0.4366790491249999,0.059858044858638604,0.1358948899212007,0.8667968738101847,not_significant
RFX5,7.279923058906251,6.986531332416667,0.2933917264895838,0.05987370810823758,0.1358948899212007,0.8667968738101847,not_significant
GRK1,2.261654813,2.567164901,-0.3055100880000001,0.05986348392009977,0.1358948899212007,0.8667968738101847,not_significant
POMT1,5.8179302123125005,6.329305997500001,-0.5113757851875,0.059867462037121746,0.1358948899212007,0.8667968738101847,not_significant
ARAP2,2.474326780895833,2.621648602388889,-0.14732182149305606,0.05988186470955247,0.13589922457295162,0.866783021300243,not_significant
IGFBPL1,2.3564686939999997,2.2691371750000005,0.08733151899999925,0.059907251008042194,0.13594265627203064,0.8666442483683344,not_significant
AKIRIN1,6.8927311894375,7.218449769999999,-0.3257185805624996,0.0599235842790811,0.13596553775463177,0.8665711553032985,not_significant
